"cbsa","state","puma12","stab","cbsaname15","PUMAname","pop14","afact"
"CBSA current as of CBSAyr","FIPS state","puma12","State Postal Code","2015 CBSA Name","PUMA12 Name","Pop 2014 estimate fr county level ests","cbsa to puma12 alloc factor"
" ","48","02600","TX"," ","West Central Texas COG (Outside Taylor County)",89650,0.005 
" ","48","02800","TX"," ","Concho Valley COG & Permian Basin Regional Planning Commission (East)",46305,0.003 
" ","48","03200","TX"," ","Rio Grande COG & Permian Basin Regional Planning Commission (West)",81346,0.004 
" ","48","03400","TX"," ","Central Texas COG (West), Burnet & Llano Counties",83144,0.005 
" ","48","03601","TX"," ","Brazos Valley COG (Outside Brazos County) & Milam County",82150,0.004 
" ","48","03700","TX"," ","Heart of Texas COG (Outside McLennan County) & Navarro County",95914,0.005 
" ","48","03900","TX"," ","Deep East Texas COG (West) & Walker County",95919,0.005 
" ","48","04100","TX"," ","Deep East Texas COG (East)",101445,0.006 
" ","48","05000","TX"," ","Houston-Galveston Area Council (West)",20719,0.001 
" ","48","05100","TX"," ","Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",41575,0.002 
" ","48","05500","TX"," ","Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties",90512,0.005 
" ","48","06000","TX"," ","Alamo Area COG (Northwest) & Blanco County",10812,0.001 
" ","48","06100","TX"," ","Alamo Area COG (Southwest)",18531,0.001 
" ","48","06200","TX"," ","Middle Rio Grande Development Council",39606,0.002 
" ","48","06400","TX"," ","South Texas Development Council (South) & Coastal Bend COG (West)",29684,0.002 
" ","48","06500","TX"," ","Coastal Bend COG (Northeast)",7302,0 
" ","48","06900","TX"," ","Coastal Bend COG (Southeast) & Willacy County",7194,0 
" ","49","05001","UT"," ","Cache, Summit, Morgan & Rich Counties",2293,0 
" ","49","13001","UT"," ","Southeast Utah & Uintah Basin Region",56808,0.003 
" ","49","21001","UT"," ","Southwest & South Central Utah (Outside Washington County)--Cedar City",84802,0.005 
" ","50","00200","VT"," ","Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties",83145,0.005 
" ","50","00300","VT"," ","Southeast Vermont--Windsor, Windham & Orange Counties",43714,0.002 
" ","50","00400","VT"," ","Southwest Vermont--Rutland, Bennington & Addison Counties",37009,0.002 
" ","51","51010","VA"," ","LENOWISCO & Cumberland Plateau Planning District Commissions",76080,0.004 
" ","51","51020","VA"," ","Mount Rogers Planning District Commission",119029,0.006 
" ","51","51045","VA"," ","Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities)",21622,0.001 
" ","51","51080","VA"," ","Central Shenandoah Planning District Commission (Southwest)",43052,0.002 
" ","51","51085","VA"," ","Northern Shenandoah Valley Regional Commission (South)",66869,0.004 
" ","51","51087","VA"," ","Rappahannock-Rapidan Regional Commission",48183,0.003 
" ","51","51089","VA"," ","Thomas Jefferson Planning District Commission (South & East)",34348,0.002 
" ","51","51097","VA"," ","West Piedmont Planning District Commission",18264,0.001 
" ","51","51105","VA"," ","Southside Planning District Commission & Commonwealth Regional Council",156061,0.008 
" ","51","51120","VA"," ","George Washington Regional Commission (South)",25371,0.001 
" ","51","51125","VA"," ","Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions",123790,0.007 
" ","51","51135","VA"," ","Crater Planning District Commission",23933,0.001 
" ","51","51145","VA"," ","Isle of Wight, Southampton Counties, Suffolk & Franklin Cities",26585,0.001 
" ","53","10200","WA"," ","Skagit, Island & San Juan Counties",16015,0.001 
" ","53","10400","WA"," ","Stevens, Okanogan, Pend Oreille & Ferry Counties",48957,0.003 
" ","53","10600","WA"," ","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",12465,0.001 
" ","53","11000","WA"," ","Lewis, Klickitat & Skamania Counties",20861,0.001 
" ","53","11200","WA"," ","Cowlitz, Pacific & Wahkiakum Counties",24628,0.001 
" ","53","11900","WA"," ","Clallam & Jefferson Counties",30228,0.002 
" ","54","00400","WV"," ","Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties",17453,0.001 
" ","54","00500","WV"," ","Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties",97819,0.005 
" ","54","00600","WV"," ","Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties",109481,0.006 
" ","54","00700","WV"," ","Wood, Pleasants & Wirt Counties",7634,0 
" ","54","01100","WV"," ","Greenbrier, Nicholas, Summers, Monroe & Pocahontas Counties",105772,0.006 
" ","54","01300","WV"," ","Logan, Mingo, Wyoming & McDowell Counties",68762,0.004 
" ","55","00100","WI"," ","Northwest Wisconsin",133012,0.007 
" ","55","00600","WI"," ","Oneida, Lincoln, Vilas, Langlade & Forest Counties",85498,0.005 
" ","55","00700","WI"," ","West Central Wisconsin--Northern Mississippi Region",162817,0.009 
" ","55","00800","WI"," ","Grant, Green, Iowa, Richland & Lafayette Counties",34515,0.002 
" ","55","01300","WI"," ","Marinette, Oconto, Door & Florence Counties",27766,0.002 
" ","55","01400","WI"," ","East Central Wisconsin",110130,0.006 
" ","55","01601","WI"," ","Central Sands--Wood, Portage, Juneau & Adams Counties",46610,0.003 
" ","55","55101","WI"," ","Barron, Polk, Clark & Chippewa (North) Counties",123315,0.007 
" ","56","00100","WY"," ","Sheridan, Park, Teton, Lincoln & Big Horn Counties",59486,0.003 
" ","56","00200","WY"," ","Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties",56120,0.003 
" ","56","00400","WY"," ","Natrona, Carbon & Converse Counties",29951,0.002 
" ","56","00500","WY"," ","Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation",14873,0.001 
"10100","46","00300","SD","Aberdeen, SD (Micro)","Northeast South Dakota",42391,1 
"10140","53","11300","WA","Aberdeen, WA (Micro)","Grays Harbor & Mason Counties",70818,1 
"10180","48","02600","TX","Abilene, TX (Metro)","West Central Texas COG (Outside Taylor County)",33449,0.198 
"10180","48","02700","TX","Abilene, TX (Metro)","West Central Texas COG--Taylor County--Abilene City",135143,0.802 
"10220","40","00701","OK","Ada, OK (Micro)","Carter, Garvin, Murray, Love & Pontotoc (West) Counties",6885.948,0.181 
"10220","40","00702","OK","Ada, OK (Micro)","Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City",31119.052,0.819 
"10300","26","02500","MI","Adrian, MI (Micro)","Lenawee & Hillsdale Counties",99047,1 
"10420","39","01700","OH","Akron, OH (Metro)","Portage County",161882,0.23 
"10420","39","01801","OH","Akron, OH (Metro)","Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities",113945.061,0.162 
"10420","39","01802","OH","Akron, OH (Metro)","Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities",109242.655,0.155 
"10420","39","01803","OH","Akron, OH (Metro)","Summit County (Central)--Akron City (East)",105513.541,0.15 
"10420","39","01804","OH","Akron, OH (Metro)","Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities",108839.535,0.155 
"10420","39","01805","OH","Akron, OH (Metro)","Summit County (South)--Barberton, Green & New Franklin Cities",104402.208,0.148 
"10460","35","01100","NM","Alamogordo, NM (Micro)","Central Southeast New Mexico",65082,1 
"10500","13","00800","GA","Albany, GA (Metro)","Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",20940,0.135 
"10500","13","00900","GA","Albany, GA (Metro)","Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties",121598,0.785 
"10500","13","01100","GA","Albany, GA (Metro)","Southwest Georgia Regional Commission (West & Central)",12387,0.08 
"10540","41","00600","OR","Albany, OR (Metro)","Linn & Benton Counties",119356,1 
"10580","36","00403","NY","Albany-Schenectady-Troy, NY (Metro)","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",31566,0.036 
"10580","36","01700","NY","Albany-Schenectady-Troy, NY (Metro)","Schenectady County--Schenectady City",155735,0.177 
"10580","36","01801","NY","Albany-Schenectady-Troy, NY (Metro)","Saratoga County (South & Central)",108183.962,0.123 
"10580","36","01802","NY","Albany-Schenectady-Troy, NY (Metro)","Saratoga County (Outer)",116737.038,0.133 
"10580","36","01900","NY","Albany-Schenectady-Troy, NY (Metro)","Rensselaer County--Troy City",159774,0.182 
"10580","36","02001","NY","Albany-Schenectady-Troy, NY (Metro)","Albany County (East Central)--Albany City",107788.532,0.122 
"10580","36","02002","NY","Albany-Schenectady-Troy, NY (Metro)","Albany County (Outside Albany City)",200382.468,0.228 
"10620","37","03300","NC","Albemarle, NC (Micro)","Stanley & Cabarrus (East) Counties",60600,1 
"10660","27","02400","MN","Albert Lea, MN (Micro)","Mower, Steele, Freeborn & Dodge Counties",30840,1 
"10700","01","00500","AL","Albertville, AL (Micro)","Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)",94636,1 
"10740","35","00600","NM","Albuquerque, NM (Metro)","Sandoval County",137608,0.152 
"10740","35","00700","NM","Albuquerque, NM (Metro)","Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo",100699.346,0.111 
"10740","35","00801","NM","Albuquerque, NM (Metro)","Albuquerque City (Far Northeast Heights)",102955.243,0.114 
"10740","35","00802","NM","Albuquerque, NM (Metro)","Albuquerque City (Near Northeast Heights)",103455.867,0.114 
"10740","35","00803","NM","Albuquerque, NM (Metro)","Albuquerque City (Southeast Heights)",106047.693,0.117 
"10740","35","00804","NM","Albuquerque, NM (Metro)","Albuquerque City (Central) & Bernalillo County (North Valley)",105291.149,0.116 
"10740","35","00805","NM","Albuquerque, NM (Metro)","Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter",119606.349,0.132 
"10740","35","00806","NM","Albuquerque, NM (Metro)","Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley)",113312.351,0.125 
"10740","35","00900","NM","Albuquerque, NM (Metro)","Southwest New Mexico",15611,0.017 
"10760","01","01800","AL","Alexander City, AL (Micro)","Chilton, Tallapoosa, Chambers & Coosa Counties",41165,1 
"10780","22","00600","LA","Alexandria, LA (Metro)","Kisatchie Delta Regional Planning & Development District 1",22384,0.145 
"10780","22","00700","LA","Alexandria, LA (Metro)","Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes",132488,0.855 
"10820","27","00800","MN","Alexandria, MN (Micro)","West Central Minnesota",36790,1 
"10860","48","06900","TX","Alice, TX (Micro)","Coastal Bend COG (Southeast) & Willacy County",41353,1 
"10900","34","01700","NJ","Allentown-Bethlehem-Easton, PA-NJ (Metro)","Warren County",106917,0.129 
"10900","42","02801","PA","Allentown-Bethlehem-Easton, PA-NJ (Metro)","Carbon & Lehigh (North) Counties",127265.839,0.153 
"10900","42","02802","PA","Allentown-Bethlehem-Easton, PA-NJ (Metro)","Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough",154350.503,0.186 
"10900","42","02803","PA","Allentown-Bethlehem-Easton, PA-NJ (Metro)","Allentown City",120843.854,0.146 
"10900","42","02901","PA","Allentown-Bethlehem-Easton, PA-NJ (Metro)","Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities",173110.231,0.209 
"10900","42","02902","PA","Allentown-Bethlehem-Easton, PA-NJ (Metro)","Northampton County (North)",147347.573,0.178 
"10940","26","01200","MI","Alma, MI (Micro)","Isabella, Gratiot & Clare Counties",41665,1 
"10980","26","00300","MI","Alpena, MI (Micro)","Northeast Lower Peninsula",28988,1 
"11020","42","02200","PA","Altoona, PA (Metro)","Blair & Huntingdon Counties--Altoona City",125955,1 
"11060","40","00400","OK","Altus, OK (Micro)","Southwest Oklahoma",25998,1 
"11100","48","00100","TX","Amarillo, TX (Metro)","Panhandle Regional Planning Commission (Outside Potter & Randall Counties)",10038,0.039 
"11100","48","00200","TX","Amarillo, TX (Metro)","Panhandle Regional Planning Commission--Potter County--Amarillo City (North)",121627,0.468 
"11100","48","00300","TX","Amarillo, TX (Metro)","Panhandle Regional Planning Commission--Randall County--Amarillo City (South)",128220,0.493 
"11140","13","01800","GA","Americus, GA (Micro)","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",36395,1 
"11180","19","01300","IA","Ames, IA (Metro)","Story & Boone Counties--Ames City",94073,1 
"11220","36","01600","NY","Amsterdam, NY (Micro)","Fulton & Montgomery Counties",49779,1 
"11260","02","00101","AK","Anchorage, AK (Metro)","Anchorage Municipality (North)",136713.204,0.343 
"11260","02","00102","AK","Anchorage, AK (Metro)","Anchorage Municipality (South)",164296.796,0.412 
"11260","02","00200","AK","Anchorage, AK (Metro)","Matanuska-Susitna & Kenai Peninsula Boroughs",97882,0.245 
"11380","48","03200","TX","Andrews, TX (Micro)","Rio Grande COG & Permian Basin Regional Planning Commission (West)",17477,1 
"11420","18","00600","IN","Angola, IN (Micro)","Noble, DeKalb, LaGrange & Steuben Counties",34308,1 
"11460","26","02701","MI","Ann Arbor, MI (Metro)","Washtenaw County (West, Northeast & Southeast)",109579.118,0.307 
"11460","26","02702","MI","Ann Arbor, MI (Metro)","Washtenaw County (East Central)--Ann Arbor City Area",119136.718,0.334 
"11460","26","02703","MI","Ann Arbor, MI (Metro)","Washtenaw County (East Central, Outside Ann Arbor City)",128158.165,0.359 
"11500","01","01100","AL","Anniston-Oxford-Jacksonville, AL (Metro)","Calhoun County",115916,1 
"11540","55","01401","WI","Appleton, WI (Metro)","Fond du Lac & Calumet Counties",49491,0.214 
"11540","55","01500","WI","Appleton, WI (Metro)","Outagamie County",182006,0.786 
"11580","12","02700","FL","Arcadia, FL (Micro)","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",35012,1 
"11620","40","00701","OK","Ardmore, OK (Micro)","Carter, Garvin, Murray, Love & Pontotoc (West) Counties",48821,1 
"11660","05","01600","AR","Arkadelphia, AR (Micro)","Garland, Hot Spring, Clark & Montgomery Counties",22576,1 
"11680","20","00900","KS","Arkansas City-Winfield, KS (Micro)","Flint Hills Region--Emporia City",20512.508,0.57 
"11680","20","01100","KS","Arkansas City-Winfield, KS (Micro)","South Central Kansas",15450.492,0.43 
"11700","37","02201","NC","Asheville, NC (Metro)","Buncombe County (Southeast)--Asheville City",126399.626,0.286 
"11700","37","02202","NC","Asheville, NC (Metro)","Buncombe County (Northwest)",124139.374,0.281 
"11700","37","02300","NC","Asheville, NC (Metro)","Haywood, Madison, Swain, Graham & Jackson (North) Counties",80628,0.182 
"11700","37","02500","NC","Asheville, NC (Metro)","Henderson & Transylvania Counties",111149,0.251 
"11740","39","02100","OH","Ashland, OH (Micro)","Huron & Ashland Counties",53035,1 
"11780","39","01300","OH","Ashtabula, OH (Micro)","Ashtabula County",99175,1 
"11820","41","00500","OR","Astoria, OR (Micro)","Columbia, Lincoln, Clatsop & Tillamook Counties",37474,1 
"11860","20","00400","KS","Atchison, KS (Micro)","Northeast Kansas",16513,1 
"11900","39","05000","OH","Athens, OH (Micro)","Athens, Gallia & Meigs Counties",64713,1 
"11940","47","01900","TN","Athens, TN (Micro)","Bradley, McMinn & Polk Counties--Cleveland City",52626,1 
"11980","48","01800","TX","Athens, TX (Micro)","East Texas COG (Southwest)--Henderson & Anderson Counties",79290,1 
"12020","13","03600","GA","Athens-Clarke County, GA (Metro)","Northeast Georgia Regional Commission (Central)--Clarke County--Athens City",120938,0.608 
"12020","13","03700","GA","Athens-Clarke County, GA (Metro)","Northeast Georgia Regional Commission (East)",78078,0.392 
"12060","13","01001","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City",118701.424,0.021 
"12060","13","01002","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City",116342.071,0.021 
"12060","13","01003","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)",117237.11,0.021 
"12060","13","01004","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities",123796.76,0.022 
"12060","13","01005","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City",160516.083,0.029 
"12060","13","01006","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)",119009.871,0.021 
"12060","13","01007","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)",133091.362,0.024 
"12060","13","01008","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--DeKalb County (South)",122004.59,0.022 
"12060","13","01900","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Three Rivers Regional Commission (East)",123347,0.022 
"12060","13","02001","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan",131647.765,0.023 
"12060","13","02002","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",134989.842,0.024 
"12060","13","02003","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",161928.943,0.029 
"12060","13","02004","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",143911.788,0.026 
"12060","13","02100","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Three Rivers Regional Commission (North Central)--Coweta County",135571,0.024 
"12060","13","02200","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",32801,0.006 
"12060","13","02300","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Three Rivers Regional Commission (Northwest)--Carroll County",114093,0.02 
"12060","13","02400","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Atlanta Regional Commission (South Central)--Fayette County",109664,0.02 
"12060","13","02500","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",28641,0.005 
"12060","13","02800","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Northwest Georgia Regional Commission (Northeast)",29997,0.005 
"12060","13","02900","GA","Atlanta-Sandy Springs-Roswell, GA (Metro)","Northwest Georgia Regional Commission (East Central)--Bartow County",101736,0.018 
